,0
307,0.09752969443798065
308,0.09489723294973373
309,0.09476698189973831
310,0.096859872341156
311,0.09602291136980057
312,0.09586299955844879
313,0.0981365367770195
314,0.10352230072021484
315,0.09889577329158783
316,0.09595552831888199
317,0.09560470283031464
318,0.09605306386947632
319,0.09173005074262619
320,0.09419845044612885
321,0.09861213713884354
322,0.0913030281662941
323,0.1001114621758461
324,0.09082067757844925
325,0.09743155539035797
326,0.09079558402299881
327,0.09391791373491287
328,0.09443332254886627
329,0.09441504627466202
330,0.09678520262241364
331,0.08949386328458786
332,0.09428362548351288
333,0.08957197517156601
334,0.09830056875944138
335,0.0984988883137703
336,0.09059584885835648
337,0.10007928311824799
338,0.0941266417503357
339,0.08795486390590668
340,0.09394234418869019
341,0.10012292861938477
342,0.09403979778289795
343,0.0916743353009224
344,0.08745639026165009
345,0.09102970361709595
346,0.08748792111873627
347,0.09576688706874847
348,0.09277860075235367
349,0.08773337304592133
350,0.08981228619813919
351,0.09256962686777115
352,0.09511961042881012
353,0.092984139919281
354,0.09147323668003082
355,0.0919889435172081
356,0.09590569138526917
357,0.0893092006444931
358,0.08950192481279373
359,0.08632975816726685
360,0.09227415174245834
361,0.09161120653152466
362,0.09489739686250687
363,0.08894621580839157
364,0.09340311586856842
365,0.08781379461288452
366,0.09283614903688431
367,0.0865723267197609
368,0.09167678654193878
369,0.09236539900302887
370,0.09798574447631836
371,0.08885353803634644
372,0.09119933098554611
373,0.09153320640325546
374,0.09354787319898605
375,0.09397897869348526
376,0.09176663309335709
377,0.09572402387857437
378,0.09258924424648285
379,0.09243971109390259
380,0.08813171088695526
381,0.08811593055725098
382,0.08929599076509476
383,0.09375867247581482
384,0.08952666819095612
385,0.08767977356910706
386,0.09223005920648575
387,0.0909312516450882
388,0.09438088536262512
389,0.08852884918451309
390,0.09404218196868896
391,0.08723343163728714
392,0.09292067587375641
393,0.09434103965759277
394,0.08747798204421997
395,0.08741258084774017
396,0.08878382295370102
397,0.08971736580133438
398,0.08858143538236618
399,0.088974729180336
400,0.09176913648843765
401,0.08557027578353882
402,0.08947931230068207
403,0.08832187205553055
404,0.08448217064142227
405,0.08776658773422241
406,0.0937059223651886
407,0.09395517408847809
408,0.08489340543746948
409,0.08930698782205582
410,0.09004096686840057
411,0.08771218359470367
412,0.08589556068181992
413,0.08572085946798325
414,0.09665209800004959
415,0.09152984619140625
416,0.09117448329925537
417,0.08790451288223267
418,0.09061823785305023
419,0.0959433913230896
420,0.08485182374715805
421,0.09059062600135803
422,0.08736900985240936
423,0.08794602006673813
424,0.09043297916650772
425,0.08980218321084976
426,0.09259143471717834
427,0.09137734025716782
428,0.09301070123910904
429,0.08505663275718689
430,0.08491542190313339
431,0.08459802716970444
432,0.09205947816371918
433,0.0855664387345314
434,0.08566697686910629
435,0.09175553917884827
436,0.09350162744522095
437,0.08834179490804672
438,0.08995243906974792
439,0.08749307692050934
440,0.09399332106113434
441,0.08686605840921402
442,0.08446671813726425
443,0.08857730776071548
444,0.08835303038358688
445,0.08765636384487152
446,0.0843047946691513
447,0.08591578900814056
448,0.08468025922775269
449,0.09797772020101547
450,0.0880632996559143
451,0.08879007399082184
452,0.09010198712348938
453,0.08849417418241501
454,0.09050910919904709
455,0.08398868143558502
456,0.0906699001789093
457,0.08969231694936752
458,0.08936170488595963
459,0.08888035267591476
460,0.08756978064775467
461,0.09986327588558197
462,0.09005225449800491
463,0.0805765688419342
464,0.0923004075884819
465,0.08883155882358551
466,0.0898461639881134
467,0.08741146326065063
468,0.09018174558877945
469,0.0919790118932724
470,0.08802646398544312
471,0.08895293623209
472,0.08656536042690277
473,0.0872684121131897
474,0.08913660049438477
475,0.08367473632097244
476,0.08763263374567032
477,0.08476803451776505
478,0.09086191654205322
479,0.09284111112356186
480,0.08878193795681
481,0.08301951736211777
482,0.0816463828086853
483,0.09011747688055038
484,0.0839720368385315
485,0.08737222105264664
486,0.09210935235023499
487,0.09012751281261444
488,0.08669308573007584
489,0.08990371972322464
490,0.08694052696228027
491,0.0852997675538063
492,0.0825134813785553
493,0.08361929655075073
494,0.09236574918031693
495,0.0894099771976471
496,0.09116601198911667
497,0.08795711398124695
498,0.09011572599411011
499,0.09146970510482788
500,0.08999565243721008
501,0.08379750698804855
502,0.08419390767812729
503,0.08586719632148743
504,0.08572714775800705
505,0.08757010102272034
506,0.09284714609384537
507,0.08803116530179977
508,0.08783120661973953
509,0.08942175656557083
510,0.08511427044868469
511,0.08862258493900299
512,0.08806239813566208
513,0.08607105165719986
514,0.08698536455631256
515,0.08861757069826126
516,0.08975978940725327
517,0.09110517799854279
518,0.0861319974064827
519,0.08785568922758102
520,0.08927624672651291
521,0.08518364280462265
522,0.08851350098848343
523,0.08785664290189743
524,0.0773407369852066
