,0
0,0.4461362957954407
1,21.328811645507812
2,2.481505870819092
3,5.781126976013184
4,12.331785202026367
5,8.040501594543457
6,2.1808619499206543
7,0.8473010063171387
8,3.794238805770874
9,5.762059688568115
10,4.897432804107666
11,2.2742412090301514
12,0.6512926816940308
13,0.9825701713562012
14,2.4253997802734375
15,3.127873420715332
16,2.4271891117095947
17,1.1564377546310425
18,0.5134406089782715
19,0.6107310056686401
20,1.4957833290100098
21,1.5046989917755127
22,1.2288099527359009
23,0.715622067451477
24,0.399873822927475
25,0.4517918527126312
26,0.6312273144721985
27,0.8081826567649841
28,0.9280644655227661
29,0.5207303166389465
30,0.31108802556991577
31,0.33938682079315186
32,0.4789670407772064
33,0.5450613498687744
34,0.5145255923271179
35,0.369925856590271
36,0.250412255525589
37,0.29624074697494507
38,0.3976950943470001
39,0.4229784607887268
40,0.30652791261672974
41,0.24874825775623322
42,0.21044254302978516
43,0.24658723175525665
44,0.26355820894241333
45,0.2623693645000458
46,0.23354041576385498
47,0.19879752397537231
48,0.18749845027923584
49,0.20350110530853271
50,0.22229085862636566
51,0.20598970353603363
52,0.1952100545167923
53,0.18237081170082092
54,0.19711801409721375
55,0.19159896671772003
56,0.1964162141084671
57,0.1877928525209427
58,0.16719301044940948
59,0.1716645061969757
60,0.1678849160671234
61,0.18616878986358643
62,0.16427478194236755
63,0.17479722201824188
64,0.16223235428333282
65,0.16446968913078308
66,0.17186452448368073
67,0.1764928102493286
68,0.15232372283935547
69,0.16551366448402405
70,0.17626862227916718
71,0.1639605015516281
72,0.16138577461242676
73,0.16194750368595123
74,0.1557672768831253
75,0.15605080127716064
76,0.1639908403158188
77,0.1738230139017105
78,0.16919490694999695
79,0.15328268706798553
80,0.16576842963695526
81,0.17172062397003174
82,0.16087935864925385
83,0.16899019479751587
84,0.14336350560188293
85,0.14620454609394073
86,0.14335040748119354
87,0.1547655314207077
88,0.14212816953659058
89,0.15145161747932434
90,0.16538402438163757
91,0.14950035512447357
92,0.1606391966342926
93,0.14997780323028564
94,0.14178843796253204
95,0.14053404331207275
96,0.14795100688934326
97,0.14736631512641907
98,0.13944438099861145
99,0.15087543427944183
100,0.1519596427679062
101,0.14228516817092896
102,0.13691052794456482
103,0.13934239745140076
104,0.16641390323638916
105,0.1399601846933365
106,0.14709225296974182
107,0.14973007142543793
108,0.14292995631694794
109,0.13342097401618958
110,0.13424770534038544
111,0.138179749250412
112,0.13567407429218292
113,0.12993867695331573
114,0.13718871772289276
115,0.14122608304023743
116,0.1388021558523178
117,0.13403832912445068
118,0.13418233394622803
119,0.13277296721935272
120,0.13499805331230164
121,0.12970060110092163
122,0.13401415944099426
123,0.13927537202835083
124,0.1273619383573532
125,0.1398872435092926
126,0.13524189591407776
127,0.1281285285949707
128,0.1269332766532898
129,0.13022390007972717
130,0.13263626396656036
131,0.13257725536823273
132,0.1280759871006012
133,0.12193986028432846
134,0.12366173416376114
135,0.1269286721944809
136,0.12384440749883652
137,0.12504947185516357
138,0.12496495246887207
139,0.12951019406318665
140,0.1267661601305008
141,0.12440338730812073
142,0.12852704524993896
143,0.1225082278251648
144,0.1293262094259262
145,0.12497995048761368
146,0.1377587467432022
147,0.11713789403438568
148,0.12378980219364166
149,0.1255880743265152
150,0.12124893814325333
151,0.1192491427063942
152,0.12211086601018906
153,0.12521089613437653
154,0.12308571487665176
155,0.12197203934192657
156,0.12021895498037338
157,0.1182868629693985
158,0.125029057264328
159,0.11820963770151138
160,0.1263205111026764
161,0.12877634167671204
162,0.12020293623209
163,0.11895966529846191
164,0.1214551031589508
165,0.11802822351455688
166,0.11649959534406662
167,0.11352084577083588
168,0.11634119600057602
169,0.12174027413129807
170,0.11364585161209106
171,0.11501318216323853
172,0.11786383390426636
173,0.11647258698940277
174,0.1259215623140335
175,0.1168210357427597
176,0.11570845544338226
177,0.11219338327646255
178,0.10749565809965134
179,0.12226731330156326
180,0.12012188881635666
181,0.11172017455101013
182,0.11275675147771835
183,0.11528579145669937
184,0.11556963622570038
185,0.11644042283296585
186,0.11199454963207245
187,0.11292782425880432
188,0.12150005996227264
189,0.1124836727976799
190,0.11236928403377533
191,0.11186734586954117
192,0.10609219968318939
193,0.11059010773897171
194,0.11482533067464828
195,0.12158884108066559
196,0.10750219970941544
197,0.11002041399478912
198,0.11650754511356354
199,0.10520260781049728
200,0.10895179212093353
201,0.11116281896829605
202,0.11002016067504883
203,0.11162324994802475
204,0.11240234971046448
205,0.1119418814778328
206,0.10930103063583374
207,0.1099785640835762
208,0.11486011743545532
209,0.11022017896175385
210,0.11439306288957596
211,0.1104295402765274
212,0.1061488687992096
213,0.10803188383579254
214,0.10700433701276779
215,0.10987633466720581
216,0.10275961458683014
217,0.1072772666811943
218,0.11107241362333298
219,0.10432463884353638
220,0.10781661421060562
221,0.1050262451171875
222,0.10977866500616074
223,0.10092873871326447
224,0.10834106057882309
225,0.10825952142477036
226,0.10499661415815353
227,0.10596022009849548
228,0.11122044920921326
229,0.11128158867359161
230,0.11483387649059296
231,0.10331922769546509
232,0.1029483824968338
233,0.10825911909341812
234,0.10345114022493362
235,0.10846914350986481
236,0.10850559920072556
237,0.1029786467552185
238,0.10590910911560059
239,0.10349169373512268
240,0.1067412942647934
241,0.10748203843832016
242,0.10955607146024704
243,0.09999184310436249
244,0.10003355890512466
245,0.10272584855556488
246,0.1025036945939064
247,0.09898418188095093
248,0.10229204595088959
249,0.10323448479175568
250,0.10423962026834488
251,0.10501120984554291
252,0.10145720839500427
253,0.10431911051273346
254,0.09894450753927231
255,0.09972763061523438
256,0.10152443498373032
257,0.0993843749165535
258,0.09821224212646484
259,0.10247530043125153
260,0.0977124497294426
261,0.09806680679321289
262,0.10296489298343658
263,0.09521131962537766
264,0.105204276740551
265,0.0989452674984932
266,0.10167352110147476
267,0.10449173301458359
268,0.10049816220998764
269,0.1058833971619606
270,0.10224409401416779
271,0.10123064368963242
272,0.10208819806575775
273,0.10099004209041595
274,0.10324311256408691
275,0.09815292060375214
276,0.09455092996358871
277,0.095888651907444
278,0.09788879007101059
279,0.09472648054361343
280,0.09378112852573395
281,0.10609984397888184
282,0.09981506317853928
283,0.1046585813164711
284,0.10102254152297974
285,0.10086327791213989
286,0.09743469953536987
287,0.09894653409719467
288,0.1009693592786789
289,0.0950954481959343
290,0.10255065560340881
291,0.08973589539527893
292,0.0976424440741539
293,0.09414389729499817
294,0.09617523103952408
295,0.09385541826486588
296,0.09968172013759613
297,0.09490762650966644
298,0.09743443131446838
299,0.09202172607183456
300,0.10007011145353317
301,0.09533146768808365
302,0.09280884265899658
303,0.09267441183328629
304,0.09684735536575317
305,0.1011076420545578
306,0.0975777730345726
